--faucet-sol argument ignored, ledger already exists
Ledger location: test-ledger
Log: test-ledger/validator.log
Initializing...
Waiting for fees to stabilize 1...
Connecting...
Identity: 8yRBHxPcUiy6QsULsp9UTT4Uie4TubapHrJXtR4hQEFm
Genesis Hash: BapDGoRhRTPp7NLEUQxXnhT3wVcAaXm7rFYv4JtM5Ln3
Version: 2.3.13
Shred Version: 27098
Gossip Address: 127.0.0.1:8000
TPU Address: 127.0.0.1:8003
JSON RPC URL: http://127.0.0.1:8899
WebSocket PubSub URL: ws://127.0.0.1:8900
00:00:12 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:12 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:12 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:13 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:13 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:13 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:13 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:14 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:14 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:14 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:14 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:15 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:15 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:15 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:15 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:16 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:16 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:16 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:16 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:17 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:17 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:17 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:17 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:18 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:18 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:18 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:18 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:19 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:19 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:19 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:19 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:20 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:20 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:20 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:21 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:21 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:21 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:21 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:22 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:22 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:22 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:22 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:23 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:23 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:23 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:23 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:24 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:24 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:24 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:24 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:25 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:25 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:25 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:25 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:26 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:26 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:26 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:26 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:27 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:27 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:27 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:27 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:28 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:28 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:28 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:28 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:29 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:29 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:29 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:29 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:30 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:30 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:30 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:30 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:31 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:31 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:31 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:31 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:32 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:32 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:32 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:32 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:33 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:33 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:33 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:33 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:34 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:34 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:34 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:34 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:35 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:35 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:35 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:36 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:36 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:36 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:36 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:37 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:37 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:37 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:37 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:38 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:38 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:38 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:38 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:39 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:39 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:39 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:39 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
00:00:40 | Processed Slot: 5410 | Confirmed Slot: 5401 | Finalized Slot: 5410 | Full Snapshot Slot: 5401 | Incremental Snapshot Slot: - | Transactions: 5394 | ◎499.973030000
